ticker,cik
NAK,0001164771
SEAT,0001856031
NAT,0001000177
NVRI,0000045876
GLAD,0001143513
PLOW,0001287213
ACIC,0001401521
SCGX,0001277575
TCPC,0001370755
CMP,0001227654
BHK,0001160864
RGR,0000095029
PDS,0001013605
RLAY,0001812364
RBBN,0001708055
CASS,0000708781
REPX,0001001614
ANGI,0001705110
ASA,0001230869
AVNS,0001606498
IIM,0000885601
TYRA,0001863127
NMCO,0001774342
EGBN,0001050441
AMRK,0001591588
VVR,0001059386
CVLG,0000928658
PUMP,0001680247
SPFI,0001163668
MTUS,0001598428
USNA,0000896264
GUYGF,0001526491
EIM,0001176984
FTRE,0001965040
RDVT,0001720116
ARVN,0001655759
RERE,0001838957
ATEX,0001304492
AHG,0001702318
WASH,0000737468
VALN,0001836564
YRD,0001631761
CCO,0001334978
FUFU,0001921158
ASGI,0001793855
VLGEA,0000103595
CSTL,0001447362
HNST,0001530979
STKL,0000351834
EMD,0001227862
MMU,0000886043
ZIP,0001617553
BITF,0001812477
CRD-A,0000025475
BXC,0001301787
BFLY,0001804176
TREE,0001434621
RGLS,0001505512
OPEN,0001801169
UHT,0000798783
TEN,0001166663
MAGN,0000041719
DSU,0001051003
BUI,0001528988
KRT,0001758021
GLASF,0001848731
ALRS,0000903419
XYF,0001725033
MSC,0001713334
CBNK,0001419536
MEG,0001643615
VTLE,0001528129
FWRD,0000912728
NCMI,0001377630
BGB,0001546429
FISI,0000862831
FRPH,0000844059
STOK,0001623526
BGY,0001393299
OLP,0000712770
TDUP,0001484778
ECX,0001861974
KIDS,0001425450
CAL,0000014707
WIW,0001267902
BLW,0001233681
VGM,0000880892
DJCO,0000783412
OPT,0001815620
TALK,0001803901
DHC,0001075415
SMBK,0001038773
CION,0001534254
VKQ,0000877463
MCS,0000062234
KOP,0001315257
FTHY,0001810523
PEO,0000216851
BYRN,0001354866
AUNA,0001799207
AXL,0001062231
GHY,0001554697
OFIX,0000884624
JACK,0000807882
TBPH,0001583107
METC,0001687187
BBNX,0001674632
PML,0001170299
KODK,0000031235
RZLV,0001920294
MGTX,0001735438
GCT,0001857816
VHI,0000059255
RCAT,0000748268
PINWF,0002059573
PGC,0001050743
MNMD,0001813814
GAIN,0001321741
BGS,0001278027
DIAX,0001608742
URGN,0001668243
LIND,0001512499
FMNB,0000709337
TSHA,0001806310
PTHRF,0001621910
FIP,0001899883
IQI,0000885125
AGS,0001593548
DADA,0001793862
VCV,0000895531
HONE,0001769617
AVK,0001219120
YORW,0000108985
GUG,0001864208
SCHL,0000866729
KIO,0001515940
DDI,0001799567
CGEM,0001789972
CTKB,0001831915
RGNX,0001590877
FPI,0001591670
CPAC,0001221029
TWFG,0002007596
NFBK,0001493225
SHBI,0001035092
EBTC,0001018399
MLR,0000924822
JELD,0001674335
CVGW,0001133470
BCAL,0001795815
INN,0001497645
SCVL,0000895447
CHCT,0001631569
BOC,0001494582
GCI,0001579684
BME,0001314966
ZBIO,0001953926
VLRS,0001520504
ANNA,0001845123
HZO,0001057060
CAPR,0001133869
BBW,0001113809
CYRB,0001851048
ARKO,0001823794
BLE,0001176194
IVR,0001437071
WDH,0001823986
CCNE,0000736772
MDRX,0001124804
NPB,0001336706
PUBM,0001422930
NXJ,0001087786
GAMB,0001839799
MYD,0000879361
NML,0001562051
EBF,0000033002
LYTS,0000763532
CYDY,0001175680
RSVR,0001824403
EYPT,0001314102
MFH,0001527762
QD,0001692705
GUT,0001080720
LXU,0000060714
STK,0001471420
GLRE,0001385613
ABVX,0001956827
AMLX,0001658551
BVS,0001665988
NRIM,0001163370
CLMB,0000945983
HPS,0001215913
ANSC,0001854149
BHB,0000743367
ISD,0001534880
ETON,0001710340
MAZE,0001842295
TRC,0000096869
UPB,0002022626
VERV,0001840574
REEMF,0001419806
ASPN,0001145986
NOA,0001368519
PGEN,0001356090
TACO,0002033122
NBB,0001478888
SATL,0001874315
EQV,0002021042
SAGE,0001597553
ITIC,0000720858
DPG,0001515671
GNTY,0001058867
AAM,0002012964
NPFD,0001865389
PFIS,0001056943
ACNB,0000715579
SNDA,0001043000
APEI,0001201792
NLOP,0001952976
PBT,0000319654
ELTP,0001053369
CMCO,0001005229
TLRY,0001731348
GDOT,0001386278
CLFD,0000796505
PRTA,0001559053
TMCI,0001630627
UPXI,0001775194
LAB,0001162194
GTN,0000043196
CRNC,0001768267
FRA,0001259708
SFIX,0001576942
TWI,0000899751
CCRN,0001141103
ALTI,0001838615
FFWM,0001413837
SLQT,0001794783
IGD,0001285890
SENS,0001616543
ZVRA,0001434647
IPI,0001421461
BWB,0001341317
FUSE,0002033383
UNTY,0000920427
ZKH,0001862044
ADV,0001776661
COFS,0000803164
FFIC,0000923139
AEVA,0001789029
MYE,0000069488
PRTC,0001782999
OUST,0001816581
ATGL,0001967621
PERI,0001338940
CLW,0001441236
BFK,0001137393
TYG,0001268533
HPI,0001176199
NL,0000072162
BACQ,0002028707
SANA,0001770121
HOUS,0001398987
AROW,0000717538
CHW,0001396277
TITN,0001409171
RMT,0000912147
ODP,0000800240
PNNT,0001383414
GRVY,0001313310
ALT,0001326190
THW,0001635977
CCSI,0001866633
PSBD,0001794776
TCBX,0001781730
NQP,0000870780
CANG,0001725123
NETD,0001975218
MNRO,0000876427
SGU,0001002590
CELC,0001603454
PKST,0001600626
LASR,0001124796
MCI,0000275694
ERAS,0001761918
KRNY,0001617242
XPOF,0001802156
AMBC,0000874501
GBLI,0001494904
GNE,0001528356
NGL,0001504461
NWBO,0001072379
MREO,0001719714
DFP,0001559991
ETO,0001281926
RAPP,0002012593
CCIX,0002006291
FBIZ,0001521951
CPS,0001320461
DNA,0001830214
EVN,0001074540
TRML,0001827506
BTBT,0001710350
ASC,0001577437
MVF,0000835948
GBAB,0001495825
MUX,0000314203
BIGC,0001626450
ORIC,0001796280
EHAB,0001803737
DXYZ,0001843974
MBX,0001776111
SWBI,0001092796
NMAI,0001861115
EBFI,0001919182
KELYA,0000055135
OMER,0001285819
DCTH,0000872912
CYH,0001108109
INDI,0001841925
NATH,0000069733
HBCP,0001436425
EAD,0001210123
TECX,0001681087
CRMT,0000799850
BORR,0001715497
BRELY,0002018463
ASPI,0001921865
UAMY,0000101538
INNV,0001834376
TRAK,0000050471
SDHY,0001812923
ETB,0001308927
MUA,0000901243
INRE,0001528985
SCGY,0001276531
TBRG,0001169445
KFII,0002029976
BWMN,0001847590
CLPT,0001285550
NBR,0001163739
MSBI,0001466026
XFLT,0001703079
SIGA,0001010086
SPMC,0001930147
KMDA,0001567529
PSTL,0001759774
SRDX,0000924717
NVTS,0001821769
CCIR,0001894176
FFA,0001291334
GCBC,0001070524
NWPX,0001001385
PSNL,0001527753
BLDP,0001453015
NPCE,0001528287
NXXT,0001817004
MITK,0000807863
IMXI,0001683695
BNTC,0001808898
MBAV,0002016072
ORKA,0000907654
VKI,0000908993
CMPS,0001816590
VALU,0000717720
YSG,0001819580
VCIC,0002025396
BSRR,0001130144
GPAT,0001834526
RSRBF,0001974551
ZEUS,0000917470
CDRO,0001866782
ALF,0002010930
EIC,0001754836
OLMA,0001750284
ALNT,0000046129
HIX,0001058239
DHIL,0000909108
MYN,0000882150
USAS,0001286973
RRBI,0001071236
WOW,0001701051
ABSI,0001672688
ANGO,0001275187
SB,0001434754
LND,0001499849
RICK,0000935419
VBNK,0001690639
SERV,0001832483
PACK,0001712463
CWCO,0000928340
HQL,0000884121
GILT,0000897322
HIO,0000910068
KULR,0001662684
VSTA,0001792829
SCM,0001551901
CEP,0001865602
TTI,0000844965
BAND,0001514416
KE,0001606757
MSB,0000065172
LEO,0000818972
CARE,0001829576
CMTG,0001666291
SOHU,0001734107
CLDT,0001476045
CKPT,0001651407
GHM,0000716314
SAR,0001377936
NNDM,0001643303
PFL,0001244183
FLWS,0001084869
CIVB,0000944745
SMLR,0001554859
AUTL,0001730463
KTF,0000839533
LWAY,0000814586
LDI,0001831631
TRVG,0001683825
BSVN,0001746129
JRI,0001539337
RZLT,0001509261
WYHG,0001999860
CTEV,0001793229
ALLO,0001737287
LSAK,0001041514
SKBL,0002031009
EVTL,0001867102
VSTM,0001526119
BNED,0001634117
SKYT,0001819974
FGOVF,0001064052
UIS,0000746838
ARTNA,0000863110
LAND,0001495240
ZH,0001835724
EFR,0001258623
GAU,0001377757
VREX,0001681622
IVA,0001756594
SSBK,0001689731
QSG,0001932770
OOMA,0001327688
TRDA,0001689375
FMAO,0000792966
CNDT,0001677703
RPAY,0001720592
PPT,0000827773
KLTR,0001432133
HPF,0001189740
EGY,0000894627
SNDL,0001766600
PHH,0001986247
BMRC,0001403475
WNC,0000879526
NAN,0001074769
NHHS,0001503707
BWMX,0001788257
CWBC,0001127371
OPAL,0001842279
AWP,0001390195
RWAY,0001653384
SOR,0000091847
GIG,0002023730
RIGL,0001034842
DBO,0001383058
USCB,0001901637
GPRK,0001464591
IBEX,0001720420
BBCP,0001703956
SD,0001349436
PAMT,0000798287
DMAA,0002028614
WTBA,0001166928
SPOK,0001289945
VPG,0001487952
RXT,0001810019
ASM,0000316888
SMC,0002024218
MTRX,0000866273
CLNE,0001368265
POET,0001437424
WALD,0001840199
SLDB,0001707502
LAR,0001440972
TCMD,0001027838
FINS,0001745059
PACB,0001299130
FOF,0001375340
MIY,0000890393
LFMD,0000948320
HPP,0001482512
RNAC,0001453687
SIFY,0001094324
ARDC,0001515324
ASLE,0001754170
SVC,0000945394
IOCJY,0000922357
ARCT,0001768224
CIX,0001049606
HYAC,0001970509
TATT,0000808439
GFR,0001966287
BFZ,0001137391
BEAG,0001852207
OB,0001454938
VACH,0002006815
BRW,0000826020
NREF,0001786248
APPS,0000317788
RFI,0000891290
BGR,0001306550
NNOX,0001795251
SEPN,0001984086
TWNP,0002011954
PDLB,0001874071
FNBT,0001586628
DIN,0000049754
OTLY,0001843586
EFT,0001288992
ATYR,0001339970
API,0001802883
CLCO,0001944057
XPER,0001788999
LVRO,0001945711
SBC,0001930313
TKNO,0001850902
SHYF,0000743238
MOV,0000072573
CUB,0002015955
HVT,0000216085
CRLBF,0001832928
EDD,0001388141
MTLS,0001091223
AMBI,0001937441
ACCO,0000712034
SIMA,0002014982
MLAC,0002029492
GCL,0002002045
HRTX,0000818033
HOND,0002019804
DOMO,0001505952
RFMZ,0001817159
HWAIF,0001999124
BRBS,0000842717
FERA,0002025401
MNTK,0001826600
LVWR,0001898795
FSBW,0001530249
BGT,0001287480
RIOFF,0001743235
ABEO,0000318306
SDA,0001936804
REFI,0001867949
RMNI,0001635282
DC,0001852353
ASG,0000786035
OFLX,0001317945
GDEV,0001848739
JMIA,0001756708
MIN,0000826735
CPZ,0001717457
GBUX,0001169138
ALDF,0002031561
ONIT,0000873860
VENU,0001770501
DMRC,0001438231
LOVE,0001701758
MTW,0000061986
NLCP,0001854964
PKOH,0000076282
VRNOF,0001848416
NRC,0000070487
MHN,0001038186
POLE,0002025341
JACS,0002039058
DH,0001861795
WTF,0001987363
SFST,0001090009
NRDY,0001819404
NBH,0001178839
OBT,0001754226
ISOU,0001997377
AURA,0001501796
SPXX,0001338561
ACTG,0000934549
NVEC,0000724910
NECB,0001847398
MLP,0000063330
PBFS,0001769663
WEYS,0000106532
FULC,0001680581
HRZN,0001487428
SES,0001819142
EU,0001500881
LXFR,0001096056
MG,0001436126
ATII,0002028516
AFB,0001162027
BRT,0000014846
GSRT,0002029023
GRAF,0001897463
ATXS,0001454789
LPAA,0002015502
NCV,0001214935
BCML,0001730984
ANVI,0001570132
NPCT,0001835068
NUS,0001021561
CZNC,0000810958
ATAI,0001840904
LPBB,0002023676
RAC,0002047497
MPX,0001129155
GRRR,0001903145
PMTS,0001641614
OBE,0001334388
SJT,0000319655
HDSN,0000925528
PMO,0000900422
SMTI,0000714256
SPIR,0001816017
JGH,0001615905
BGH,0001521404
VMD,0001729149
PCB,0001423869
LOKV,0002048951
VLN,0001863006
MATV,0001000623
TERN,0001831363
ZTR,0000836412
CHEV,0001459188
STIM,0001227636
CYRX,0001124524
TBN,0001997652
RYAM,0001597672
MXCT,0001287098
GLUE,0001826457
AIP,0001667011
NNNN,0001982708
RBTK,0001594204
HCAT,0001636422
ORN,0001402829
ITRG,0001722387
RBB,0001499422
JPI,0001547994
DBL,0001525201
AIRJ,0001855474
XOMA,0000791908
NIU,0001744781
GWRS,0001434728
HFRO,0001710680
AQST,0001398733
CEPT,0002034269
AMCX,0001514991
RLGT,0001171155
LZM,0001958217
DSM,0000855887
TG,0000850429
GOSS,0001728117
MVIS,0000065770
LMNR,0001342423
FNLC,0000765207
NCA,0000818851
OIA,0000835333
CZFS,0000739421
CBAN,0000711669
AMPX,0001899287
FLIC,0000740663
AUDC,0001086434
XNET,0001510593
HYLN,0001759631
DDD,0000910638
EM,0001834253
AACB,0002034334
NHIC,0002043699
MMD,0001518557
BKSY,0001753539
URG,0001375205
RNGR,0001699039
FC,0000886206
RM,0001519401
MCFT,0001638290
PANL,0001606909
ITOS,0001808865
LEGT,0002002038
MEC,0001766368
HIVE,0001720424
NEN,0000746514
RMM,0001771226
CDTX,0001610618
EBS,0001367644
RCS,0000916183
SLI,0001537137
MNPR,0001645469
BYM,0001181187
MTA,0001722606
GHI,0001059142
QUAD,0001481792
CHPT,0001777393
NEWT,0001587987
AZ,0001866030
CAN,0001780652
MNDR,0001976695
ZJK,0001941506
VNDA,0001347178
ASUR,0000884144
BWFG,0001505732
KOD,0001468748
PNRG,0000056868
LOCO,0001606366
TSVT,0001860782
BZAI,0001871638
SNWV,0001417663
PMM,0000844790
EXFY,0001476840
HYI,0001497186
TMQ,0001543418
TCI,0000733590
OIS,0001121484
HAIN,0000910406
CMPX,0001738021
NODK,0001681206
SBXD,0002015947
RYET,0001873454
PVLA,0001583648
PBPB,0001195734
LXRX,0001062822
LFCR,0001005286
ACB,0001683541
HLLY,0001822928
CVEO,0001590584
RMAX,0001581091
JWSMF,0001831359
SSCC,0001881767
TVRD,0001346830
PKE,0000076267
MCR,0000851170
CLBR,0001995413
HVII,0001846416
ERC,0001227073
EOT,0001454741
LE,0000799288
PLBC,0001168455
DBVT,0001613780
TEI,0000909112
BIOX,0001769484
GROY,0001834026
SCD,0001270131
SLRN,0001962918
FCT,0001282850
SNFCA,0000318673
IIF,0000916618
OACC,0002029769
FTF,0001233087
AVIR,0001593899
NMG,0001649752
MMT,0000809173
RLTY,0001866874
HLXB,0001869105
AGD,0001362481
HCAI,0001958399
LNKB,0001756701
BLZE,0001462056
KINS,0000033992
IAUX,0001853962
DSGN,0001807120
HSHP,0001959455
CMCL,0000766011
RIV,0001501072
AREN,0000894871
NC,0000789933
CERS,0001020214
IMMP,0001506184
TTSH,0001552800
SEG,0002009684
LAES,0001951222
JOF,0000859796
GMGI,0001437925
JOUT,0000788329
PCYO,0000276720
ESGH,0001883835
MAMA,0001520358
GPRE,0001309402
FBYD,0001937987
GEVO,0001392380
NTPIF,0000829365
AEHR,0001040470
UROY,0001711570
OCFT,0001780531
BKT,0000832327
TSBK,0001046050
UNTC,0000798949
SABA,0000828803
ZIMV,0001876588
PLMK,0002030482
FACT,0002028935
KFS,0001072627
ODV,0001431852
NLST,0001282631
INR,0002029118
XHG,0001769256
NUW,0001450445
RMR,0001644378
ABXXF,0001971975
JCE,0001385763
CRVS,0001626971
CCAC,0002055012
CEPO,0002027708
AVNW,0001377789
NYXH,0001857190
ATNI,0000879585
JMSB,0001710482
FCCN,0001131903
RCEL,0001762303
NGS,0001084991
DOYU,0001762417
RR,0001963685
ALMS,0001847367
MERC,0001333274
EGHT,0001023731
CDZI,0000727273
BNY,0001137390
FDBC,0001098151
NFGC,0001840616
NWFL,0001013272
AZUL,0001432364
ESEA,0001341170
WSBF,0001569994
TDF,0000919893
MBI,0000814585
RLEA,0001893657
TPVG,0001580345
PCOK,0001452936
IMMR,0001058811
ALLT,0001365767
MEI,0000065270
CADL,0001841387
POWW,0001015383
CGC,0001737927
LIEN,0001843162
DBP,0001383057
PINE,0001786117
ZUMZ,0001318008
DCGO,0001822359
LANV,0001922097
EMX,0001285786
DRDB,0002032528
JILL,0001687932
JRS,0001158289
THRD,0001923840
JRVR,0001620459
TSI,0000809559
PMX,0001181506
NATR,0000275053
ZDCAF,0002025583
PSF,0001498612
MVBF,0001277902
TOI,0001799191
HPAI,0002001699
AARD,0001774857
NHS,0001487610
AOMR,0001766478
OZ,0001807046
BSEM,0001658678
MBCN,0000836147
GNFT,0001757064
ACRE,0001529377
FLYX,0001843973
WGRX,0002030763
BLDE,0001779128
WRN,0001364125
FBLA,0002013639
PKBK,0001315399
PAL,0001998768
TWN,0000804123
WEWA,0001616156
GCO,0000018498
PWOD,0000716605
OCGN,0001372299
DRUG,0001827401
RITR,0001951229
RHLD,0002039497
OILSF,0001868917
HMST,0001518715
PLX,0001006281
KNOP,0001564180
MXF,0000065433
NGNE,0001404644
NCZ,0001227857
CHMG,0000763563
ALCO,0000003545
TDAC,0001926599
QTRX,0001503274
FHTX,0001822462
MACI,0002016221
LSEA,0001721386
LAW,0001625641
FRST,0001325670
BYON,0001130713
PNBK,0001098146
BLFY,0001846017
KGEI,0001477081
PHT,0001166258
WHF,0001552198
RGCO,0001069533
OSUR,0001116463
CAF,0001368493
QSI,0001816431
EVM,0001177161
AMRN,0000897448
FVR,0001988494
FTK,0000928054
HAWEL,0000046207
EOD,0001386067
CFFI,0000913341
BETR,0001835856
FSTR,0000352825
ELLO,0000946394
MGMNF,0001965615
SVCC,0002033593
PMF,0001140392
DRTS,0001871321
SDSYA,0001163609
AEF,0000846676
NVCT,0001875558
UNG,0001376227
FOA,0001828937
MQT,0000887394
OM,0001484612
TBCH,0001493761
GLO,0001350869
AFRI,0001903870
LPA,0001997711
SLSN,0000883107
FUND,0000825202
SUGRF,0001996493
MVT,0000897269
FXE,0001328598
SSP,0000832428
ESPR,0001434868
FVCB,0001675644
BPRN,0001913971
MFM,0000801961
MFIN,0001000209
FGPR,0000922358
DHY,0001061353
FNKO,0001704711
JUNE,0001897087
IDR,0001030192
MUE,0001071899
ANIK,0000898437
PDYN,0001826681
SOPH,0001840706
ACV,0001636289
WILC,0001030997
KOPN,0000771266
OVLY,0001431567
MYFW,0001327607
ARL,0001102238
EVI,0000065312
GHG,0001724755
NEON,0000087050
LCNB,0001074902
DVS,0001542028
HWBK,0000893847
ARQQ,0001859690
SLDP,0001844862
CRNT,0001119769
EB,0001475115
CDXS,0001200375
MHI,0001223026
IONR,0001896084
ESCA,0000033488
PRME,0001894562
NPV,0000897421
JAKK,0001009829
CIA,0000024090
TE,0001992243
GPJA,0000041091
CLLS,0001627281
OPOF,0000740971
ANNX,0001528115
INSE,0001615063
BDMD,0001982444
FUNC,0000763907
LGI,0001278211
ZEO,0001865506
CVRX,0001235912
IPHA,0001598599
GASS,0001328919
HFFG,0001680873
OPRT,0001538716
MAPS,0001779474
ABIT,0001095146
COSO,0001297107
TLS,0000320121
EMF,0000809708
ONTF,0001110611
CRGX,0001966494
EARN,0001560672
CIO,0001593222
OPP,0001678130
BYND,0001655210
ONEW,0001772921
WNEB,0001157647
IVCBF,0001857410
LIMN,0001971387
PVBC,0001778784
BARK,0001819574
MIO,0001864290
HBB,0001709164
VYGR,0001640266
MITT,0001514281
VABK,0001572334
ETX,0001563696
HUMA,0001818382
MASS,0001555279
TVGN,0001860871
BSII,0002025065
YMAB,0001722964
NAMI,0001967631
INBK,0001562463
MAV,0001258943
OPBK,0001722010
SSTI,0001351636
MRT,0001852767
EHI,0001228509
CTRN,0001318484
SANG,0001753368
ESSA,0001382230
ATLN,0001605888
ELMD,0001488917
LTBR,0001084554
DENN,0000852772
SZZL,0002030663
BNIGF,0001851651
NEWP,0001369085
HGLB,0001622148
HSTXF,0001177975
DBB,0001383084
ISTR,0001602658
FLD,0001889123
WIA,0001254370
ILPT,0001717307
ACTU,0001652935
MDWD,0001593984
HITI,0001847409
RDCM,0001016838
VRM,0001580864
PRQR,0001612940
GOCO,0001808220
PROP,0001162896
CPSS,0000889609
ISBA,0000842517
BRY,0001705873
PERF,0001899830
FSFG,0001435508
GENC,0000064472
RGP,0001084765
ELDN,0001404281
GLATF,0001716410
SLN,0001479615
PHLT,0001550695
BKN,0000894242
SLAMF,0001838162
FCCO,0000932781
III,0001371489
CURI,0001776909
MPAA,0000918251
NVX,0001859795
SMRT,0001837014
FINW,0001856365
FORR,0001023313
INGN,0001294133
FT,0000833040
DMB,0001565381
ENGN,0001980845
COOK,0001857853
LOGC,0001822250
MRRDF,0001839886
TTEC,0001013880
DOGZ,0001707303
EWCZ,0001856236
INV,0002001557
ZTEK,0001904501
CATX,0000728387
BSL,0001486298
ILLR,0001769624
BRCC,0001891101
REI,0001384195
MPV,0000831655
NTWO,0002028027
PHAT,0001783183
OPRX,0001448431
BRVMF,0001913288
GAUZ,0001781446
DHF,0001057861
THM,0001134115
TCX,0000909494
ELA,0000701719
INBX,0002007919
SPKL,0001884046
HLSCF,0002013223
PCK,0001170300
FEIM,0000039020
OVBC,0000894671
ZSPC,0001637147
LAZR,0001758057
EVC,0001109116
FNGR,0001602409
EMP,0000066901
FXNC,0000719402
GF,0000858706
BTMD,0001819253
VPV,0000895528
FET,0001401257
FF,0001337298
LRMR,0001374690
VBF,0000005094
CRDF,0001213037
DMAC,0001401040
ARQ,0001515156
KRRO,0001703647
INMB,0001711754
CRML,0001951089
OXSQ,0001259429
FENC,0001211583
SATX,0001915403
ENJ,0000071508
CRAWA,0000047307
BEEP,0001847874
ALMU,0001828805
SEVN,0001452477
SGC,0000095574
TSSI,0001320760
STXS,0001289340
CFNB,0000803016
SLND,0001883814
SHMD,0001987240
ACIU,0001651625
SPPP,0001539190
FRAF,0000723646
WTI,0001288403
FCAP,0001070296
MYO,0001369290
DSX,0001318885
FLC,0001245648
WRLGF,0001733968
UTMD,0000706698
EACO,0000784539
FLXS,0000037472
MYPS,0001823878
PESI,0000891532
LARK,0001141688
HURA,0001498382
SRV,0001400897
ENX,0001177162
SRG,0001628063
CSPI,0000356037
BVFL,0001302387
HNVR,0001828588
AERG,0000879911
CTGO,0001502377
NBTX,0001760854
SWKH,0001089907
ELPW,0002015691
CBNA,0001392272
PROF,0001628808
FDMT,0001650648
NXG,0001506488
SVCO,0001943289
LHSW,0002004024
DYNX,0002028699
BWAY,0001505065
SMID,0000924719
NKSH,0000796534
VREOF,0001771706
MPTI,0001902314
TZOO,0001133311
TLSI,0001826667
PCQ,0001140411
LNSR,0001320350
PLL,0001728205
HTCO,0001928948
UBFO,0001137547
SKIL,0001774675
IBAC,0001998781
BKTI,0000002186
IDE,0001417802
DOUG,0001878897
FRGE,0001827821
NXDT,0001356115
ALDX,0001341235
SGMO,0001001233
RANG,0002035644
ISPR,0001948455
SLS,0001390478
SNBR,0000827187
CLPR,0001649096
TAVI,0002020385
ALTG,0001759824
RRACF,0001860879
HCVI,0001842937
BZUN,0001625414
FLX,0001858724
EFSI,0000880641
DERM,0001867066
BSET,0000010329
LPRO,0001806201
VOXR,0001907909
NIPG,0001966233
LAKE,0000798081
FSP,0001031316
ADUR,0001863934
MHF,0000830487
PIM,0000830622
BXSY,0001059213
WHG,0001165002
MDV,0001645873
OCCI,0001716951
IKT,0001750149
PNPNF,0000855950
SPE,0000897802
CCFN,0000731122
RFAI,0002012807
NRO,0001261166
BFIN,0001303942
NCTY,0001296774
SGHT,0001531177
CIK,0000810766
BRLT,0001866757
JYNT,0001612630
BHR,0001574085
ZNOG,0001131312
UNB,0000706863
NNY,0000818850
CBFV,0001605301
FNRN,0001114927
RENE,0001889112
PBYI,0001401667
AEYE,0001362190
BGX,0001504234
MRBK,0001750735
EPSN,0001726126
TEAF,0001704299
ECBK,0001914605
ATLO,0001132651
EAF,0000931148
ELRE,0001438461
TNGX,0001819133
SLGL,0001684693
LXEO,0001907108
TSNDF,0001778129
GRX,0001391437
CFBK,0001070680
MOLN,0001745114
MSD,0000904112
EPWK,0001900720
LFVN,0000849146
GENK,0001891856
GLDG,0001538847
IRWD,0001446847
OGI,0001620737
ESOA,0001357971
VTN,0000883265
SAMG,0001549966
PDEX,0000788920
AOUT,0001808997
TSE,0001519061
CZWI,0001367859
PEBK,0001093672
GTE,0001273441
MRCC,0001512931
CCRD,0000320340
LDDD,0001892316
IHRT,0001400891
MNSB,0001693577
RMBI,0001767837
BIOA,0001709941
ATOM,0001420520
CXDO,0001075736
IGA,0001332943
EDF,0001501103
ARBE,0001861841
GGT,0000921671
EVG,0001287498
PHX,0000315131
BMN,0001832871
AVR,0002011514
VGAS,0001841425
BCBP,0001228454
TLSA,0001723069
MED,0000910329
LUNG,0001127537
CMT,0001026655
NTCL,0001927578
BOOM,0000034067
EPRX,0001581178
EBMT,0001478454
DMF,0000839122
SUNS,0002012706
INVZ,0001835654
HQI,0001140102
HMR,0002029471
FTLF,0001374328
PZC,0001181504
BANX,0001578987
EUDA,0001847846
ACRS,0001557746
ACU,0000002098
ADCT,0001771910
MPA,0000891038
SIEB,0000065596
TOYO,0001985273
RCKY,0000895456
PRMLF,0000795800
MFGCF,0001823255
AZI,0001959726
DBI,0001319947
STRT,0000933034
FATE,0001434316
EPM,0001006655
PFD,0000868578
TGLO,0001066684
ACR,0001332551
EHTH,0001333493
NPWR,0001845437
NAZ,0000892992
EGAN,0001066194
NKTX,0001787400
SCTH,0001703157
LFT,0001547546
VIRC,0000751365
BROG,0001774983
VUZI,0001463972
RPT,0001614806
AIRS,0001870940
CYBN,0001833141
NB,0001512228
DRTTF,0001340476
CHMX,0001657045
BWG,0001504545
ZVIA,0001854139
EPSM,0001883437
ARAY,0001138723
RCMT,0000700841
TNXP,0001430306
SUAC,0001885461
SITKF,0001747657
SKYX,0001598981
THSGF,0001832803
EP,0000887396
RVSB,0001041368
FNWD,0000919864
TARA,0001359931
EDIT,0001650664
ICTSF,0001010134
ACNT,0000095953
VIGL,0001827087
DMO,0001478102
AISP,0001842566
ATHR,0002026353
GAIA,0001089872
CGEN,0001119774
TUSK,0001679268
SKIN,0001818093
VGES,0001746119
FXY,0001353613
VRDR,0001506929
PAYS,0001496443
GLSI,0001799788
LUCD,0001799011
TRUE,0001327318
AFCG,0001822523
JHS,0000759866
ICG,0001895597
ABAT,0001576873
LYEL,0001806952
SPWR,0001838987
MHLD,0001412100
DLNG,0001578453
RELL,0000355948
TBI,0000768899
THTX,0001512717
NKTR,0000906709
SMHI,0001690334
MRAM,0001438423
CLAR,0000913277
SBFG,0000767405
STRS,0000885508
NXTT,0001784970
ALYAF,0001734520
WLAC,0002032379
UFG,0002021688
SCPH,0001604950
WEA,0001163792
FREVS,0000036840
ECF,0000793040
EML,0000031107
QNBC,0000750558
GGAZF,0001515964
FFMGF,0001641229
USAU,0000027093
RAPT,0001673772
HEQ,0001496749
RBKB,0001751783
KRMD,0000704440
PLG,0001095052
SSSS,0001509470
BTA,0001343793
INSG,0001022652
AVD,0000005981
SPCE,0001706946
AENT,0001823584
BRLS,0001852973
KVAC,0001889983
SFBC,0001541119
LESL,0001821806
CHEB,0002016420
HYSR,0001481028
ZJYL,0001837821
FRD,0000039092
RMMZ,0001870833
SDM,0002014955
FGBI,0001408534
SHIP,0001448397
ISSC,0000836690
SRI,0001043337
VFL,0000895574
PDCC,0001998043
GLQ,0001316463
MCN,0001289868
TLGYF,0001879814
FATN,0001993400
FLYY,0001498710
SEER,0001726445
CHN,0000845379
ALEC,0001653087
CHRS,0001512762
RAIL,0001320854
AXR,0000006207
MAYA,0002028355
VGZ,0000783324
GRUSF,0001463000
MMLP,0001176334
LQMT,0001141240
IH,0001814423
AOAO,0002042320
SRL,0000016859
PCF,0000810943
ENTA,0001177648
CMCM,0001597835
PAI,0000075398
IAF,0000779336
PLCE,0001041859
BMBN,0000804563
HANNF,0001123267
CAAS,0001157762
QH,0001781193
